source,ref,entity_type,problem,severity,fix_group,priority,suggested_action
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/virksomhetsanalysenorgessjomatrad.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Billund Aquaculture _ Bankruptcy _ Factsheet 201509.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Billund Aquaculture to declare bankruptcy amid financial challenges - RASTECH MagazineRASTECH Magazine.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Forsiden - NCCE.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Forskningsrådet - et samfunnsloft for barekraftig for 21nov (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Forskningsrådet - pa vei mot barekraftig for 20 grep for 2026 (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Havforskningsinstituttet - Kap 3 Miljoeffeter som folge av utslipp av loste neringssalter fra fiskeoppdrett (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Ikkje lett å bli klok på sjølvforsyning - Nibio.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/importvern_til_godkjenning---sensurert-adobe.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Klimakrisen presser norske bønder _ Framtiden i våre hender.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/kvotesystemet_i_kyst_og_havfisket.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Lite kunnskap om hva laksen spiser _ Nofima.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/livsmedelsberedskap-for-en-ny-tid-sou-20248.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Mat og produksjon - Norsk Bonde- og Småbrukarlag _ Norsk Bonde- og Småbrukarlag.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Matkjedene skviser bonden _ Framtiden i våre hender.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Matsikkerhet-i-Norge-forsyningsberedskap-masteroppgave-2016.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/matsikkerhet-og-beredskap-pa-landbruksomradet.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Milepæl for norsk beredskap - regjeringen.no.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Mittenzwei-mfl-2026-Scenarioanalyse-av-norsk-jordbruk-i-2050.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/myndighetenes-arbeid-med-fiskehelse-og-fiskevelferd-i-havbruksnaringen.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Norsk sjømatnæring – fra subsidiesluk til pengemaskin _ Nofima.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/reduksjon-av-klimagassutslepp-fra-jordbruket.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Ruralis - aas utnyttelse av forressurser i norsk lakseoppdrett i 2020 sluttkonferanse (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Security of supply in Finland - Huoltovarmuuskeskus.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/SINTEF - leveranse l2.1 effekter av organisk utslipp fra havbruk nina (2024).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/tilskudd-til-klimatiltak.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/2023-Danish-Action-Plan-for-Plant-based-Foods (1).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/about-oecd-environmental-performance-reviews-brochure-2022-web (1).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Årsrapport_Dagligvaretilsynet+2023 (1).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Årsrapport+Dagligvaretilsynet+2024 (1).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Årsrapport+Dagligvaretilsynet+2024 (2).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Årsrapport+for+Daglegvaretilsynet+2022. (1).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/coop-danmark-aarsrapport-2024 (1).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/dagligvare_rapport (1).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/dagligvare_rapport (2).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/FULLTEXT02 (1).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/HDR___Afgangsprojekt___Gruppe_25 (1).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Reitan Retail 2025_Oppslag (1).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Susanne_Helen_Gangstøe_Masteroppgave (1).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Utredning-om-prisjusteringsvinduer-2023 (1).pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/1-s2.0-S0044848617322998-main.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/1-s2.0-S0044848625013481-main.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/1-s2.0-S2451943X24000486-main.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/9789264268265-en.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/Aquaculture Nutrition - 2025 - Mahmud - Exploring Protein‐Based Fishmeal Alternatives for Aquaculture Feeds in Bangladesh.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/brochure-utp-directive_en.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/brt-2023-chapter-4-compliance-implementation-and-preparing-proposals_en.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/Characteristics_and_stability_of_consumer_food-buy.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/Economic feasibility of biochar for carbon stock enhancement in Finnish agricultural soils.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/Exploring sustainable alternatives in aquaculture feeding_ The role of insects - ScienceDirect.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/fphys-13-1028992.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/ijfd.8.1.61_Hagolani_Albov.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/Insect-based livestock feeds are unlikely to become economically viable in the near future - ScienceDirect.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/main.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/nl-20200417-029.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/no.ntnu_inspera_142433913_96959685.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/qmr-06-2020-0073.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/Reviews in Aquaculture - 2018 - Nogales‐Mérida - Insect meals in fish nutrition.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/sf-20260417-0601.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/stm201920200027000dddpdfs.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/sustainability-13-10471-v2.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
pdf-quality,pdf-downloads-20-04-26/What does it take to close the loop_ Lessons from a successful citrus waste valorisation business _ British Food Journal _ Emerald Publishing.pdf,PDF,missing-file,MEDIUM,M: other PDF issues,,Restore PDF from source or remove catalog entry
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/fi-proluomu-market-2024.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/fi-proluomu-organics-in-finland.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/fi-ruokavirasto-luomuvalvonta-2024.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/is-eea-area-under-organic-farming-2025.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/is-hagstofa-sdg-2-4-1-2026.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/is-mast-arsskyrsla-2024.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/is-statice-agriculture-2026.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/is-statice-production-in-agriculture-2024-news-2026.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/is-statice-production-value-agriculture-2024-news-2026.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/is-tun-lifraent-vottun-2026.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/no-landbruksdirektoratet-okologiske-jordbruksvarer-2025-press.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/se-ekomatcentrum-ekologiska-marknadsdagen-2024-page.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/se-ekomatcentrum-ekomatligan-2025-page.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/se-ekomatcentrum-ekomatsligan-2024-page.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/se-ekomatcentrum-nationella-rapporter-statistik-marknadsrapporter-2026.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/se-ekomatcentrum-offentlig-sektor-2023-page.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/se-jordbruksverket-ekologisk-animalieproduktion-2024.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
html-triage,evidence-pack/okologisk-norden-2026-04-29/downloads/se-jordbruksverket-ekologisk-vaxtodling-2024.html,HTML,needs-md-extraction,MEDIUM,N: needs MD extraction,,Extract clean Markdown for KI use (not yet referenced)
file-coverage,arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/Research-Report-Norges-matrevolusjon-2026.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/20250326-salling-groups-erhvervelse-af-dele-af-coop-danmark-a.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Aarsrapport-Dagligvaretilsynet-2023.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Aarsrapport-Dagligvaretilsynet-2024.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Afgangsprojekt_HD1_Analyse_af_Salling_Group_AS_og_Coop_Danmark_AS.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Dagligvare_ Forskjeller i innkjøpspriser ytterligere redusert - Konkurransetilsynet.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/dagligvare_rapport.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Dagligvaretilsynet - Dagligvaretilsynet Hringssvar om endringer i lov om god handelsskikk handheving (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Del-2.-Kartlegging-av-marginer-ved-bruk-av-informasjon-pa-produktniva.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/fréttatilkynning-hagar-4f-2024-25-ensk.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Havforskningsinstituttet - 23 2018 Framtidsrettet mat 1408 (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/KFST - 20241120 evaluering af foedevarehandelsloven 2024 (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/KFST - fremtidens detailhandel (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Konkurransetilsynet - betaling for hylleplass (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Konkurransetilsynet - Konkurransetilsynets dagligvarerapport 2022 (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Konkurransetilsynet - Konkurransetilsynets Dagligvarerapport 2024 25 (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Konkurransetilsynets-Dagligvarerapport-2024-25.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Konkurrensverket - rapport 2024 5 summary (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Konkurrensverket - rapport 2025 5 (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/NORDIC_FOOD_MARKETS.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Oslo-Economics-Konkurransen-i-dagligvaremarkedet-betydelig-bedre-enn-sitt-rykte.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Paivittaistavarakauppa-ry-2024-EN.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Paraplykjedenes-overtakelse-av-distribusjonen-i-dagligvaremarkedet.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Rapport-marginstudie.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Rapport+om+Samarbeidsklimaet+i+Dagligvarebransjen+2023.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Regjeringen - arsrapport dagligvaretilsynet 2024 (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Regjeringen - horingsnotat om forslag til endringer i lov om god handelsskikk (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Regjeringen - konkurransetilsynet kt tildelingsbrev for 2026 (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Regjeringen - nou201120110004000dddpdfs (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Regjeringen - stm201920200033000engpdfs (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Ruokavirasto - etmv toimintakertomus 2024 (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/SAMKEPPNISEFTIRLITID_arsskyrlsla_2024_LOK_02.10.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/SINTEF - l1.1 delrapport 1 kvantifisering av utslipp (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/SINTEF - rapport industriell fremstilling av norske forravarer signed (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/utredning-av-funksjonelt-og-regnskapsmessig-skille-i-verdikjeden-for-mat-og-dagligvarer.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/03_Policy_Governance_And_Market/Utredning-om-prisjusteringsvinduer-2023.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Circular economy butterfly diagram.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Growing_vegetables_in_the_circular_econo.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/NIBIO - NIBIO POP 2020 6 43 (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/NORSUS - Mobiplast okonomiske konsekvenser av posevalg (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/NORSUS - OR 48.23 Biorest fra marine rastoffer og husdyrgjodsel (2024).pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/Norways-Food-Waste-Reduction-Governance-2022.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
file-coverage,arkiv-sortert/Food Research Process 20.04.26/04_Food_Waste_And_Circularity/NPHarvest – We recover value from your wastewater.pdf,file,orphan_file,LOW,F: orphan files,,Confirm intentional archive copy; otherwise consider removal
